Time_s,InputVoltage_Norm,Az_Norm
1.003071,1.11083137254902,3.99802745098039
1.007988,-0.53916862745098,-0.47397254901961
1.010859,-1.98416862745098,2.35002745098039
1.014979,-0.94516862745098,-2.27897254901961
1.019071,-0.85716862745098,-7.53497254901961
1.023988,-0.95316862745098,-4.94597254901961
1.026859,1.11083137254902,-1.49397254901961
1.030979,1.11083137254902,11.6080274509804
1.035067,1.00883137254902,-0.63097254901961
1.039988,-0.93816862745098,-2.04297254901961
1.042882,-0.86916862745098,-11.9279725490196
1.046998,-2.16416862745098,2.58602745098039
1.050712,1.11083137254902,-1.72897254901961
1.055988,1.11083137254902,12.7060274509804
1.058833,-1.98416862745098,-0.63097254901961
1.062949,-0.28816862745098,0.70302745098039
1.067065,-0.93316862745098,-12.4769725490196
1.071988,-1.37716862745098,-0.552972549019611
1.074882,1.01083137254902,-4.78897254901961
1.078998,1.11083137254902,8.15602745098039
1.083086,0.80183137254902,-0.31697254901961
1.087988,0.90583137254902,1.56602745098039
1.090834,-1.01616862745098,-6.43697254901961
1.094949,-0.79616862745098,-0.47397254901961
1.099065,-1.36516862745098,-3.92597254901961
1.103988,1.11083137254902,10.4310274509804
1.106832,1.11083137254902,9.25402745098039
1.110918,-2.13816862745098,-1.72897254901961
1.115053,-0.95216862745098,-1.33697254901961
1.119988,-1.08116862745098,-2.19997254901961
1.122858,-0.55116862745098,-2.27897254901961
1.126955,-0.53916862745098,-0.94497254901961
1.131073,1.11083137254902,12.7840274509804
1.135988,1.08583137254902,-2.19997254901961
1.138883,-0.53916862745098,-0.78797254901961
1.142976,-0.88416862745098,-12.1639725490196
1.147068,-2.18716862745098,1.17302745098039
1.151988,1.11083137254902,-1.41597254901961
1.154882,1.11083137254902,13.6470274509804
1.158918,0.33683137254902,-1.17997254901961
1.163053,0.90583137254902,4.93902745098039
1.167988,-0.98016862745098,-11.6139725490196
1.170858,1.11083137254902,1.25202745098039
1.174955,1.08583137254902,-3.14197254901961
1.179052,1.11083137254902,10.1170274509804
1.183988,-0.53916862745098,-0.0819725490196106
1.186883,-1.78316862745098,-1.49397254901961
1.190949,-0.92316862745098,-8.31897254901961
1.195067,-0.53916862745098,-2.12197254901961
1.199988,-0.95216862745098,-3.61197254901961
1.202883,1.11083137254902,3.84102745098039
1.206973,1.11083137254902,7.21402745098039
1.211065,0.90583137254902,3.13502745098039
1.215988,-0.91916862745098,-6.51497254901961
1.218882,-0.94216862745098,-8.08397254901961
1.222998,1.08583137254902,-2.27897254901961
1.227086,1.11083137254902,-0.238972549019611
1.231988,1.11083137254902,8.70502745098039
1.234858,1.09883137254902,0.624027450980389
1.238979,-1.20916862745098,1.80102745098039
1.243071,-0.87016862745098,-11.6929725490196
1.247988,-1.77816862745098,-2.27897254901961
1.250859,1.02083137254902,-2.51397254901961
1.254979,1.11083137254902,13.7260274509804
1.259061,1.10983137254902,-0.552972549019611
1.263988,-0.53916862745098,-0.238972549019611
1.266834,-0.90016862745098,-11.0649725490196
1.270949,-0.53916862745098,1.09502745098039
1.275065,1.08683137254902,-4.63197254901961
1.279988,1.11083137254902,13.7260274509804
1.282832,1.11083137254902,3.60502745098039
1.286918,-1.98616862745098,0.70302745098039
1.291053,-0.93316862745098,-6.20097254901961
1.295988,-0.81016862745098,1.33002745098039
1.298858,1.08583137254902,-1.96497254901961
1.302955,1.11083137254902,2.19302745098039
1.307052,1.11083137254902,5.33102745098039
1.311988,-1.88016862745098,1.01702745098039
1.314833,-0.94216862745098,-1.10197254901961
1.318949,-0.86816862745098,-9.57497254901961
1.323068,1.09883137254902,-1.72897254901961
1.327988,0.64683137254902,4.86102745098039
1.330859,1.11083137254902,12.9410274509804
1.334955,0.29883137254902,0.467027450980389
1.339052,-1.62216862745098,-1.41597254901961
1.343988,-0.87216862745098,-6.82897254901961
1.346883,-1.68716862745098,0.15402745098039
1.350973,-0.53916862745098,-4.86697254901961
1.355089,1.11083137254902,13.8040274509804
1.359988,0.31183137254902,2.50702745098039
1.362852,-0.64216862745098,0.86002745098039
1.366925,-0.95216862745098,-11.9279725490196
1.371052,0.28583137254902,0.467027450980389
1.375988,-1.36516862745098,-1.17997254901961
1.378883,1.11083137254902,9.80302745098039
1.382949,1.11083137254902,2.35002745098039
1.387061,-1.16116862745098,1.40902745098039
1.391988,-0.96716862745098,-11.0649725490196
1.394883,-0.97316862745098,-2.51397254901961
1.398976,1.05983137254902,-5.57397254901961
1.403068,1.11083137254902,3.76202745098039
1.407988,1.11083137254902,-0.31697254901961
1.410858,-1.36516862745098,1.87902745098039
1.414955,-0.99016862745098,-1.96497254901961
1.419049,-0.86116862745098,-7.76997254901961
1.423988,1.09883137254902,-2.67097254901961
1.426883,1.11083137254902,-1.33697254901961
1.430973,1.11083137254902,11.6080274509804
1.435061,-0.53916862745098,-0.0819725490196106
1.439988,-0.95616862745098,-1.88597254901961
1.442883,-0.88616862745098,-11.9279725490196
1.446973,-1.88116862745098,0.70302745098039
1.451086,-1.77716862745098,-2.35697254901961
1.455988,1.11083137254902,12.5490274509804
1.458857,0.72383137254902,-1.25897254901961
1.462979,-2.08716862745098,0.310027450980389
1.467092,-0.90416862745098,-12.4769725490196
1.471988,-1.37016862745098,0.467027450980389
1.474882,1.10483137254902,-4.94597254901961
1.478998,1.11083137254902,8.07702745098039
1.483086,-1.36516862745098,-0.15997254901961
1.487988,-0.56416862745098,0.86002745098039
1.490833,-0.92116862745098,-5.96597254901961
1.494949,-0.83316862745098,-0.63097254901961
1.499065,-1.36516862745098,-1.65097254901961
1.503988,1.11083137254902,10.4310274509804
1.506833,1.11083137254902,9.09702745098039
1.510918,1.05983137254902,2.11502745098039
1.515053,-0.87516862745098,-1.65097254901961
1.519988,-0.53916862745098,-2.04297254901961
1.522859,0.70183137254902,-1.33697254901961
1.526958,1.11083137254902,-0.552972549019611
1.531052,1.11083137254902,12.8630274509804
1.535988,0.90583137254902,-0.47397254901961
1.538858,-0.53916862745098,1.95802745098039
1.542955,-0.88616862745098,-12.7129725490196
1.547052,-2.18316862745098,3.13502745098039
1.551988,1.11083137254902,-2.43497254901961
1.554858,1.11083137254902,13.6470274509804
1.558896,-0.95216862745098,-0.552972549019611
1.563053,-2.18816862745098,4.39002745098039
1.567988,-0.88716862745098,-11.6139725490196
1.570858,1.11083137254902,2.50702745098039
1.574955,-0.95216862745098,-4.63197254901961
1.579074,1.11083137254902,10.0390274509804
1.583988,1.08583137254902,-1.02297254901961
